date_d,date_depart,ship,port,country,produit,volume
1925-11-28,1925-09-28,244,Oran,ALGERIA,716,1
1925-11-28,1925-09-28,244,Oran,ALGERIA,363,144
1925-11-28,1925-09-28,244,Oran,ALGERIA,1226,247
1925-11-28,1925-09-28,244,Oran,ALGERIA,31,16
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,1940,1
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,2499,2270
1962-04-11,1962-02-11,246,marseille,FRANCE,1276,1
1962-04-11,1962-02-11,246,marseille,FRANCE,108,40
1962-04-11,1962-02-11,246,marseille,FRANCE,3927,36
1962-04-11,1962-02-11,246,marseille,FRANCE,3957,5
1962-04-11,1962-02-11,246,marseille,FRANCE,2510,1
1962-04-11,1962-02-11,246,marseille,FRANCE,1840,13
1962-04-11,1962-02-11,246,marseille,FRANCE,1225,63
1962-04-11,1962-02-11,246,marseille,FRANCE,743,2
1962-04-11,1962-02-11,246,marseille,FRANCE,1218,14
1962-04-11,1962-02-11,246,marseille,FRANCE,3322,1513
1962-05-11,1962-02-11,246,Napoli,ITALIE,1889,15
1962-05-11,1962-02-11,246,Napoli,ITALIE,2822,1
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,3322,147
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,3085,230
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,3402,1
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,2165,179
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,1826,1
1943-08-21,1943-07-21,251,New York,UNITED STATE OF AMERICA,2846,5
1943-08-21,1943-07-21,251,New York,UNITED STATE OF AMERICA,743,92
1943-08-21,1943-07-21,251,New York,UNITED STATE OF AMERICA,1621,1666
1943-09-21,1943-07-21,251,Buenos Aires,ARGENTINA,1230,405
1943-09-21,1943-07-21,251,Buenos Aires,ARGENTINA,3670,1
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,3392,1
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,562,44
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,906,2940
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,659,14
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,2760,1
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,1001,2
2014-07-14,2014-06-14,252,Salerne,ITALIE,657,4
2014-07-14,2014-06-14,252,Salerne,ITALIE,1620,19
2014-07-14,2014-06-14,252,Salerne,ITALIE,627,3
2014-07-14,2014-06-14,252,Salerne,ITALIE,3384,1
2014-07-14,2014-06-14,252,Salerne,ITALIE,127,3
1997-12-13,1997-11-13,261,Yingkou ,CHINA,1229,107
1997-12-13,1997-11-13,261,Yingkou ,CHINA,3704,173
1997-12-13,1997-11-13,261,Yingkou ,CHINA,3107,89
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,1874,1
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,2528,24
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,3982,148
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,401,593
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,3915,1
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,1293,378
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,1926,3
1968-06-05,1968-05-05,264,marseille,FRANCE,2735,126
1968-06-05,1968-05-05,264,marseille,FRANCE,2134,719
1968-06-05,1968-05-05,264,marseille,FRANCE,1889,5
1968-06-05,1968-05-05,264,marseille,FRANCE,2840,3
1968-06-05,1968-05-05,264,marseille,FRANCE,2412,1607
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,2706,109
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,2790,1564
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,283,725
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,554,1456
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,2130,302
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,1207,1
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,425,17
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3019,244
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3617,10478
1921-09-03,1921-08-03,273,New York,UNITED STATE OF AMERICA,2525,2
1921-10-03,1921-08-03,273,marseille,FRANCE,2471,20
1921-10-03,1921-08-03,273,marseille,FRANCE,2828,8
1921-11-03,1921-08-03,273,Oran,ALGERIA,653,1
1921-11-03,1921-08-03,273,Oran,ALGERIA,2204,1
1921-11-03,1921-08-03,273,Oran,ALGERIA,3431,23
1921-11-03,1921-08-03,273,Oran,ALGERIA,1217,16354
1985-04-09,1985-03-09,276,Annaba,ALGERIA,1904,1
1985-04-09,1985-03-09,276,Annaba,ALGERIA,3001,5
1985-04-09,1985-03-09,276,Annaba,ALGERIA,1540,1
1985-04-09,1985-03-09,276,Annaba,ALGERIA,447,143
1985-04-09,1985-03-09,276,Annaba,ALGERIA,1585,7
1985-04-09,1985-03-09,276,Annaba,ALGERIA,3958,1
1985-04-09,1985-03-09,276,Annaba,ALGERIA,3048,54
1985-04-09,1985-03-09,276,Annaba,ALGERIA,36,75
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,1247,1116
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,77,1386
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,68,1071
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,3024,1
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,2423,172
1929-11-27,1929-10-27,276,Alger,ALGERIA,1808,110
1929-11-27,1929-10-27,276,Alger,ALGERIA,2410,1
1929-11-27,1929-10-27,276,Alger,ALGERIA,3996,5
1929-11-27,1929-10-27,276,Alger,ALGERIA,1218,15
1929-11-27,1929-10-27,276,Alger,ALGERIA,122,5011
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,1520,65
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,1825,79
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,707,550
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,974,299
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,1306,3
1945-05-04,1945-04-04,276,London,ENGLAND,3632,101
1945-05-04,1945-04-04,276,London,ENGLAND,2131,2066
1945-05-04,1945-04-04,276,London,ENGLAND,3120,294
1945-05-04,1945-04-04,276,London,ENGLAND,1595,416
1976-07-06,1976-06-06,276,London,ENGLAND,2540,76
1976-08-06,1976-06-06,276,New York,UNITED STATE OF AMERICA,4049,12
1976-08-06,1976-06-06,276,New York,UNITED STATE OF AMERICA,405,1
1976-09-06,1976-06-06,276,Oran,ALGERIA,1933,963
1976-09-06,1976-06-06,276,Oran,ALGERIA,1047,9
1976-09-06,1976-06-06,276,Oran,ALGERIA,3974,7838
1976-09-06,1976-06-06,276,Oran,ALGERIA,716,1
1976-09-06,1976-06-06,276,Oran,ALGERIA,1530,15
1940-12-05,1940-11-05,276,Alger,ALGERIA,2795,4
1940-12-05,1940-11-05,276,Alger,ALGERIA,3062,1
1940-12-05,1940-11-05,276,Alger,ALGERIA,117,1830
1940-12-05,1940-11-05,276,Alger,ALGERIA,3048,3
1940-12-05,1940-11-05,276,Alger,ALGERIA,2522,50
1940-12-05,1940-11-05,276,Alger,ALGERIA,1630,943
1940-12-05,1940-11-05,276,Alger,ALGERIA,2184,1
1941-01-05,1940-11-05,276,Alger,ALGERIA,2229,3
1941-01-05,1940-11-05,276,Alger,ALGERIA,3670,1015
1941-01-05,1940-11-05,276,Alger,ALGERIA,741,1
1941-01-05,1940-11-05,276,Alger,ALGERIA,4039,1
1921-01-19,1920-12-19,277,London,ENGLAND,666,931
1921-01-19,1920-12-19,277,London,ENGLAND,97,4235
1921-01-19,1920-12-19,277,London,ENGLAND,410,1
1921-01-19,1920-12-19,277,London,ENGLAND,2486,10
1921-01-19,1920-12-19,277,London,ENGLAND,1201,1
1921-01-19,1920-12-19,277,London,ENGLAND,3670,26
2017-04-05,2017-02-05,277,London,ENGLAND,1608,10810
2017-04-05,2017-02-05,277,London,ENGLAND,2248,1
2017-04-05,2017-02-05,277,London,ENGLAND,1342,191
2017-04-05,2017-02-05,277,London,ENGLAND,2433,1
2017-04-05,2017-02-05,277,London,ENGLAND,668,376
2017-04-05,2017-02-05,277,London,ENGLAND,1017,173
2017-04-05,2017-02-05,277,London,ENGLAND,1291,9
2017-04-05,2017-02-05,277,London,ENGLAND,2218,629
2017-05-05,2017-02-05,277,marseille,FRANCE,3991,1
2017-05-05,2017-02-05,277,marseille,FRANCE,3664,20
1974-12-27,1974-11-27,277,Annaba,ALGERIA,645,1
1974-12-27,1974-11-27,277,Annaba,ALGERIA,2822,40
1974-12-27,1974-11-27,277,Annaba,ALGERIA,2712,4
1940-02-11,1940-01-11,277,marseille,FRANCE,3406,16
1940-02-11,1940-01-11,277,marseille,FRANCE,3912,1
1940-02-11,1940-01-11,277,marseille,FRANCE,2107,29
1940-02-11,1940-01-11,277,marseille,FRANCE,3070,3
1940-02-11,1940-01-11,277,marseille,FRANCE,307,1055
1940-02-11,1940-01-11,277,marseille,FRANCE,1901,1230
2001-05-05,2001-04-05,277,London,ENGLAND,1257,4
2001-05-05,2001-04-05,277,London,ENGLAND,3036,1
2001-05-05,2001-04-05,277,London,ENGLAND,391,11
2001-06-05,2001-04-05,277,London,ENGLAND,2450,3
2001-06-05,2001-04-05,277,London,ENGLAND,1009,2
2001-06-05,2001-04-05,277,London,ENGLAND,3733,2
2001-06-05,2001-04-05,277,London,ENGLAND,4027,8
2001-06-05,2001-04-05,277,London,ENGLAND,1254,1
2001-06-05,2001-04-05,277,London,ENGLAND,1213,1885
2001-06-05,2001-04-05,277,London,ENGLAND,619,6228
2001-06-05,2001-04-05,277,London,ENGLAND,1244,4
2001-06-05,2001-04-05,277,London,ENGLAND,3931,3
2001-07-05,2001-04-05,277,marseille,FRANCE,3992,683
2001-07-05,2001-04-05,277,marseille,FRANCE,394,3
2011-07-28,2011-06-28,277,marseille,FRANCE,332,138
2011-08-28,2011-06-28,277,marseille,FRANCE,3332,6833
2011-08-28,2011-06-28,277,marseille,FRANCE,1058,151
2011-08-28,2011-06-28,277,marseille,FRANCE,2851,1
2011-08-28,2011-06-28,277,marseille,FRANCE,2511,114
2011-09-28,2011-06-28,277,London,ENGLAND,2035,11
1931-05-23,1931-04-23,287,Oran,ALGERIA,2159,34
1931-05-23,1931-04-23,287,Oran,ALGERIA,405,39
1931-05-23,1931-04-23,287,Oran,ALGERIA,3605,2708
1902-09-15,1902-08-15,287,Oran,ALGERIA,3414,2
1902-09-15,1902-08-15,287,Oran,ALGERIA,975,1064
1902-09-15,1902-08-15,287,Oran,ALGERIA,3097,216
1902-09-15,1902-08-15,287,Oran,ALGERIA,612,1477
1902-09-15,1902-08-15,287,Oran,ALGERIA,2841,34
1902-09-15,1902-08-15,287,Oran,ALGERIA,1821,1
1902-09-15,1902-08-15,287,Oran,ALGERIA,1242,7
1902-10-15,1902-08-15,287,New York,UNITED STATE OF AMERICA,3717,8
1902-10-15,1902-08-15,287,New York,UNITED STATE OF AMERICA,2803,1146
1902-10-15,1902-08-15,287,New York,UNITED STATE OF AMERICA,407,2
1902-10-15,1902-08-15,287,New York,UNITED STATE OF AMERICA,4026,1
1902-10-15,1902-08-15,287,New York,UNITED STATE OF AMERICA,1039,27
1902-10-15,1902-08-15,287,New York,UNITED STATE OF AMERICA,1019,11
1902-10-15,1902-08-15,287,New York,UNITED STATE OF AMERICA,1586,327
1902-11-15,1902-08-15,287,London,ENGLAND,4016,796
1902-11-15,1902-08-15,287,London,ENGLAND,2828,1
1902-11-15,1902-08-15,287,London,ENGLAND,366,11
1910-06-13,1910-05-13,290,Los Angeles,UNITED STATE OF AMERICA,3543,5612
1910-06-13,1910-05-13,290,Los Angeles,UNITED STATE OF AMERICA,1081,234
1910-06-13,1910-05-13,290,Los Angeles,UNITED STATE OF AMERICA,3325,400
1910-06-13,1910-05-13,290,Los Angeles,UNITED STATE OF AMERICA,807,429
1910-06-13,1910-05-13,290,Los Angeles,UNITED STATE OF AMERICA,3237,4
1903-01-18,1902-12-18,291,Elizabeth,SOUTH AFRICA,1631,3
1903-01-18,1902-12-18,291,Elizabeth,SOUTH AFRICA,3396,1
1903-01-18,1902-12-18,291,Elizabeth,SOUTH AFRICA,3961,2814
1903-01-18,1902-12-18,291,Elizabeth,SOUTH AFRICA,1549,3
1903-02-18,1902-12-18,291,marseille,FRANCE,2451,13
1903-02-18,1902-12-18,291,marseille,FRANCE,4030,116
1903-02-18,1902-12-18,291,marseille,FRANCE,411,1
1903-03-18,1902-12-18,291,Barcelona,ESPAGNE,736,483
1903-03-18,1902-12-18,291,Barcelona,ESPAGNE,3078,73
1903-03-18,1902-12-18,291,Barcelona,ESPAGNE,2522,2
1903-03-18,1902-12-18,291,Barcelona,ESPAGNE,1224,880
1903-03-18,1902-12-18,291,Barcelona,ESPAGNE,3902,28
1903-03-18,1902-12-18,291,Barcelona,ESPAGNE,3933,16
1903-03-18,1902-12-18,291,Barcelona,ESPAGNE,395,158
1957-10-26,1957-09-26,292,Casablanca,MAROC,3354,1
1957-10-26,1957-09-26,292,Casablanca,MAROC,716,2
1957-10-26,1957-09-26,292,Casablanca,MAROC,3383,1
1957-10-26,1957-09-26,292,Casablanca,MAROC,2526,8
1991-01-07,1990-12-07,293,Annaba,ALGERIA,3925,1
1991-02-07,1990-12-07,293,London,ENGLAND,686,523
1991-02-07,1990-12-07,293,London,ENGLAND,960,2
1991-02-07,1990-12-07,293,London,ENGLAND,2459,51
1991-02-07,1990-12-07,293,London,ENGLAND,3650,1
1991-02-07,1990-12-07,293,London,ENGLAND,1588,113
1991-02-07,1990-12-07,293,London,ENGLAND,111,709
1991-02-07,1990-12-07,293,London,ENGLAND,2795,188
1991-03-07,1990-12-07,293,Los Angeles,UNITED STATE OF AMERICA,2764,65
1991-03-07,1990-12-07,293,Los Angeles,UNITED STATE OF AMERICA,2248,31
1991-03-07,1990-12-07,293,Los Angeles,UNITED STATE OF AMERICA,3064,405
1991-03-07,1990-12-07,293,Los Angeles,UNITED STATE OF AMERICA,2115,585
1991-03-07,1990-12-07,293,Los Angeles,UNITED STATE OF AMERICA,3923,1
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,1827,29
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,902,9
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,346,1192
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,929,199
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,4037,5435
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,680,716
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,1324,2
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,2214,560
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,3084,155
1934-05-11,1934-04-11,293,New York,UNITED STATE OF AMERICA,1533,1
1922-06-08,1922-05-08,295,Yingkou ,CHINA,2449,73
1922-07-08,1922-05-08,295,Napoli,ITALIE,2408,70
1922-07-08,1922-05-08,295,Napoli,ITALIE,669,6
1922-07-08,1922-05-08,295,Napoli,ITALIE,1808,19
1922-07-08,1922-05-08,295,Napoli,ITALIE,1579,1
1922-07-08,1922-05-08,295,Napoli,ITALIE,348,18
1978-12-16,1978-11-16,295,Elizabeth,SOUTH AFRICA,2408,21
1978-12-16,1978-11-16,295,Elizabeth,SOUTH AFRICA,2225,867
1978-12-16,1978-11-16,295,Elizabeth,SOUTH AFRICA,312,8
1978-12-16,1978-11-16,295,Elizabeth,SOUTH AFRICA,3310,6
1979-01-16,1978-11-16,295,marseille,FRANCE,2797,36
1913-08-08,1913-07-08,296,Barcelona,ESPAGNE,1852,16
1913-08-08,1913-07-08,296,Barcelona,ESPAGNE,2302,85
1913-08-08,1913-07-08,296,Barcelona,ESPAGNE,3758,1
1913-08-08,1913-07-08,296,Barcelona,ESPAGNE,3190,17
1955-12-12,1955-11-12,297,Alger,ALGERIA,947,1
1955-12-12,1955-11-12,297,Alger,ALGERIA,735,1325
1956-01-12,1955-11-12,297,Los Angeles,UNITED STATE OF AMERICA,3677,2
1956-01-12,1955-11-12,297,Los Angeles,UNITED STATE OF AMERICA,3333,3421
1956-01-12,1955-11-12,297,Los Angeles,UNITED STATE OF AMERICA,431,3
1992-04-05,1992-03-05,308,Los Angeles,UNITED STATE OF AMERICA,1575,458
1992-04-05,1992-03-05,308,Los Angeles,UNITED STATE OF AMERICA,2488,156
1992-04-05,1992-03-05,308,Los Angeles,UNITED STATE OF AMERICA,62,2334
1992-04-05,1992-03-05,308,Los Angeles,UNITED STATE OF AMERICA,937,3
1931-05-04,1931-04-04,308,Los Angeles,UNITED STATE OF AMERICA,3018,4
1931-05-04,1931-04-04,308,Los Angeles,UNITED STATE OF AMERICA,1635,76
1931-05-04,1931-04-04,308,Los Angeles,UNITED STATE OF AMERICA,441,143
1931-05-04,1931-04-04,308,Los Angeles,UNITED STATE OF AMERICA,1822,1927
1931-05-04,1931-04-04,308,Los Angeles,UNITED STATE OF AMERICA,1035,5
1931-05-04,1931-04-04,308,Los Angeles,UNITED STATE OF AMERICA,604,123
1931-05-04,1931-04-04,308,Los Angeles,UNITED STATE OF AMERICA,2724,3365
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,2,2
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,330,3316
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,1816,3
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,1813,1
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,3987,651
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,2213,97
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,3925,912
1983-07-04,1983-06-04,308,New York,UNITED STATE OF AMERICA,3108,31
1983-08-04,1983-06-04,308,marseille,FRANCE,1529,8144
1972-02-21,1972-01-21,309,Yingkou ,CHINA,3426,19
1972-02-21,1972-01-21,309,Yingkou ,CHINA,3007,32
1972-02-21,1972-01-21,309,Yingkou ,CHINA,770,687
1972-02-21,1972-01-21,309,Yingkou ,CHINA,1107,1
1900-03-15,1900-02-15,309,Napoli,ITALIE,1815,532
1900-03-15,1900-02-15,309,Napoli,ITALIE,2479,6
1900-03-15,1900-02-15,309,Napoli,ITALIE,4190,22
1900-03-15,1900-02-15,309,Napoli,ITALIE,993,1
1900-03-15,1900-02-15,309,Napoli,ITALIE,853,15
1900-03-15,1900-02-15,309,Napoli,ITALIE,884,179
1900-03-15,1900-02-15,309,Napoli,ITALIE,3866,3
1900-03-15,1900-02-15,309,Napoli,ITALIE,3346,4
1900-03-15,1900-02-15,309,Napoli,ITALIE,2566,2
1961-04-04,1961-03-04,312,London,ENGLAND,602,1600
1961-04-04,1961-03-04,312,London,ENGLAND,3693,18
1961-04-04,1961-03-04,312,London,ENGLAND,3119,20
1961-04-04,1961-03-04,312,London,ENGLAND,1327,7973
1961-04-04,1961-03-04,312,London,ENGLAND,1217,25
1961-04-04,1961-03-04,312,London,ENGLAND,633,793
1992-03-07,1992-02-07,312,Los Angeles,UNITED STATE OF AMERICA,1218,1
1992-03-07,1992-02-07,312,Los Angeles,UNITED STATE OF AMERICA,3434,619
1992-03-07,1992-02-07,312,Los Angeles,UNITED STATE OF AMERICA,1202,721
1992-04-07,1992-02-07,312,Annaba,ALGERIA,3611,3
1992-04-07,1992-02-07,312,Annaba,ALGERIA,3024,8
1992-04-07,1992-02-07,312,Annaba,ALGERIA,4022,3
1992-04-07,1992-02-07,312,Annaba,ALGERIA,3348,305
1992-04-07,1992-02-07,312,Annaba,ALGERIA,1327,16
1992-04-07,1992-02-07,312,Annaba,ALGERIA,1616,875
1992-04-07,1992-02-07,312,Annaba,ALGERIA,0,77
1992-06-07,1992-02-07,312,Annaba,ALGERIA,2444,3
1992-06-07,1992-02-07,312,Annaba,ALGERIA,908,11
1997-01-24,1996-12-24,312,Annaba,ALGERIA,3074,582
1997-01-24,1996-12-24,312,Annaba,ALGERIA,1564,165
1997-01-24,1996-12-24,312,Annaba,ALGERIA,3035,272
1997-01-24,1996-12-24,312,Annaba,ALGERIA,3950,5896
1997-02-24,1996-12-24,312,Los Angeles,UNITED STATE OF AMERICA,1884,20
1997-02-24,1996-12-24,312,Los Angeles,UNITED STATE OF AMERICA,1015,1
1997-02-24,1996-12-24,312,Los Angeles,UNITED STATE OF AMERICA,1273,86
1997-02-24,1996-12-24,312,Los Angeles,UNITED STATE OF AMERICA,609,3
1937-03-13,1937-02-13,312,Alger,ALGERIA,554,1318
1937-03-13,1937-02-13,312,Alger,ALGERIA,3862,19
1937-03-13,1937-02-13,312,Alger,ALGERIA,2996,1
1937-03-13,1937-02-13,312,Alger,ALGERIA,3521,646
1974-07-01,1974-06-01,314,Los Angeles,UNITED STATE OF AMERICA,2429,13
1974-07-01,1974-06-01,314,Los Angeles,UNITED STATE OF AMERICA,416,270
1974-07-01,1974-06-01,314,Los Angeles,UNITED STATE OF AMERICA,338,1
1974-07-01,1974-06-01,314,Los Angeles,UNITED STATE OF AMERICA,681,431
1974-07-01,1974-06-01,314,Los Angeles,UNITED STATE OF AMERICA,720,1
1974-07-01,1974-06-01,314,Los Angeles,UNITED STATE OF AMERICA,3719,3
1974-07-01,1974-06-01,314,Los Angeles,UNITED STATE OF AMERICA,3600,37
1974-08-01,1974-06-01,314,marseille,FRANCE,3744,1
1930-05-26,1930-04-26,315,Oran,ALGERIA,3385,141
1930-05-26,1930-04-26,315,Oran,ALGERIA,136,496
1930-05-26,1930-04-26,315,Oran,ALGERIA,3072,278
1930-06-26,1930-04-26,315,marseille,FRANCE,3910,205
1930-06-26,1930-04-26,315,marseille,FRANCE,3743,1336
1930-06-26,1930-04-26,315,marseille,FRANCE,1314,1
1930-06-26,1930-04-26,315,marseille,FRANCE,1818,131
1930-07-26,1930-04-26,315,New York,UNITED STATE OF AMERICA,931,408
1992-12-25,1992-11-25,315,Alger,ALGERIA,4002,635
1992-12-25,1992-11-25,315,Alger,ALGERIA,1822,3746
1992-12-25,1992-11-25,315,Alger,ALGERIA,2776,129
1992-12-25,1992-11-25,315,Alger,ALGERIA,1602,2
1992-12-25,1992-11-25,315,Alger,ALGERIA,134,1
1992-12-25,1992-11-25,315,Alger,ALGERIA,4039,2668
1992-12-25,1992-11-25,315,Alger,ALGERIA,2759,27
2004-02-25,2004-01-25,315,Los Angeles,UNITED STATE OF AMERICA,2784,2
2004-02-25,2004-01-25,315,Los Angeles,UNITED STATE OF AMERICA,3313,1
2004-02-25,2004-01-25,315,Los Angeles,UNITED STATE OF AMERICA,137,83
2004-02-25,2004-01-25,315,Los Angeles,UNITED STATE OF AMERICA,935,1684
2004-02-25,2004-01-25,315,Los Angeles,UNITED STATE OF AMERICA,4043,2
2004-02-25,2004-01-25,315,Los Angeles,UNITED STATE OF AMERICA,1009,2
2004-02-25,2004-01-25,315,Los Angeles,UNITED STATE OF AMERICA,348,13
2004-03-25,2004-01-25,315,London,ENGLAND,4003,8412
2004-03-25,2004-01-25,315,London,ENGLAND,3649,1
2004-03-25,2004-01-25,315,London,ENGLAND,2177,106
2004-03-25,2004-01-25,315,London,ENGLAND,3401,1
2004-03-25,2004-01-25,315,London,ENGLAND,69,3
2021-10-28,2021-09-28,315,Los Angeles,UNITED STATE OF AMERICA,1253,4092
2021-11-28,2021-09-28,315,New York,UNITED STATE OF AMERICA,2100,302
2021-12-28,2021-09-28,315,Los Angeles,UNITED STATE OF AMERICA,1898,8550
2021-12-28,2021-09-28,315,Los Angeles,UNITED STATE OF AMERICA,1892,296
2021-12-28,2021-09-28,315,Los Angeles,UNITED STATE OF AMERICA,1242,285
2021-12-28,2021-09-28,315,Los Angeles,UNITED STATE OF AMERICA,2208,20
1965-11-14,1965-10-14,315,New York,UNITED STATE OF AMERICA,2217,4
1965-11-14,1965-10-14,315,New York,UNITED STATE OF AMERICA,443,8913
1965-11-14,1965-10-14,315,New York,UNITED STATE OF AMERICA,3924,3
1965-11-14,1965-10-14,315,New York,UNITED STATE OF AMERICA,13,44
1965-11-14,1965-10-14,315,New York,UNITED STATE OF AMERICA,673,1
1965-11-14,1965-10-14,315,New York,UNITED STATE OF AMERICA,3950,53
1965-12-14,1965-10-14,315,New York,UNITED STATE OF AMERICA,3916,36
1985-02-08,1985-01-08,316,Los Angeles,UNITED STATE OF AMERICA,3420,7763
1985-02-08,1985-01-08,316,Los Angeles,UNITED STATE OF AMERICA,2111,1
1985-02-08,1985-01-08,316,Los Angeles,UNITED STATE OF AMERICA,3670,1
1985-02-08,1985-01-08,316,Los Angeles,UNITED STATE OF AMERICA,3384,2433
1985-02-08,1985-01-08,316,Los Angeles,UNITED STATE OF AMERICA,3323,766
1985-02-08,1985-01-08,316,Los Angeles,UNITED STATE OF AMERICA,633,1
1985-02-08,1985-01-08,316,Los Angeles,UNITED STATE OF AMERICA,3310,131
1987-04-09,1987-03-09,316,marseille,FRANCE,3027,21
1987-04-09,1987-03-09,316,marseille,FRANCE,4040,3
1987-04-09,1987-03-09,316,marseille,FRANCE,1587,98
1987-04-09,1987-03-09,316,marseille,FRANCE,915,884
1987-04-09,1987-03-09,316,marseille,FRANCE,3946,2222
1987-04-09,1987-03-09,316,marseille,FRANCE,921,10
1987-04-09,1987-03-09,316,marseille,FRANCE,1812,7
1987-05-09,1987-03-09,316,Oran,ALGERIA,3681,6084
1987-05-09,1987-03-09,316,Oran,ALGERIA,3383,165
1932-08-24,1932-07-24,331,Oran,ALGERIA,4006,59
1932-08-24,1932-07-24,331,Oran,ALGERIA,3002,1653
1932-08-24,1932-07-24,331,Oran,ALGERIA,620,2
1932-08-24,1932-07-24,331,Oran,ALGERIA,3637,4078
1932-08-24,1932-07-24,331,Oran,ALGERIA,4012,132
1932-08-24,1932-07-24,331,Oran,ALGERIA,1889,300
1932-08-24,1932-07-24,331,Oran,ALGERIA,3993,2
1932-08-24,1932-07-24,331,Oran,ALGERIA,1340,135
1932-09-24,1932-07-24,331,Annaba,ALGERIA,3632,427
1932-09-24,1932-07-24,331,Annaba,ALGERIA,2438,65
1906-08-15,1906-07-15,334,Santa Maria,PEROU,2744,2
1906-08-15,1906-07-15,334,Santa Maria,PEROU,2468,1
1906-08-15,1906-07-15,334,Santa Maria,PEROU,355,1
1906-08-15,1906-07-15,334,Santa Maria,PEROU,347,3
1906-08-15,1906-07-15,334,Santa Maria,PEROU,2441,1
1972-07-27,1972-06-27,334,De satntos,BRAZIL,1028,1
1972-07-27,1972-06-27,334,De satntos,BRAZIL,1913,4
1925-05-20,1925-04-20,335,Buenos Aires,ARGENTINA,4027,1
1925-05-20,1925-04-20,335,Buenos Aires,ARGENTINA,984,2
1925-05-20,1925-04-20,335,Buenos Aires,ARGENTINA,3434,1
1925-05-20,1925-04-20,335,Buenos Aires,ARGENTINA,3699,3
1925-06-20,1925-04-20,335,Barcelona,ESPAGNE,2197,1
1925-06-20,1925-04-20,335,Barcelona,ESPAGNE,1632,47
1925-06-20,1925-04-20,335,Barcelona,ESPAGNE,61,1
1925-07-20,1925-04-20,335,New York,UNITED STATE OF AMERICA,3732,1
1999-01-26,1998-12-26,337,Alger,ALGERIA,1046,43
1999-01-26,1998-12-26,337,Alger,ALGERIA,1201,7
1999-01-26,1998-12-26,337,Alger,ALGERIA,2779,514
1999-01-26,1998-12-26,337,Alger,ALGERIA,2123,20
