date_depart,ship,produit,volume
1952-02-22,167,2416,10
1952-02-22,167,586,2
1952-02-22,167,2538,2
1952-02-22,167,341,1
1933-08-13,167,1231,7174
1933-08-13,167,3929,1066
1933-08-13,167,3742,1307
2006-09-14,170,2813,236
2006-09-14,170,1248,434
2006-09-14,170,3052,17
2006-09-14,170,327,9
2006-09-14,170,3079,2
2006-09-14,170,35,5
1996-11-14,172,1954,7
1996-11-14,172,2279,1
1929-12-04,173,366,16
1929-12-04,173,2764,12
1948-09-07,174,1286,4851
1948-09-07,174,2546,2254
1948-09-07,174,82,3049
1948-09-07,174,973,2185
1948-09-07,174,115,1305
1948-09-07,174,3728,352
1948-09-07,174,3973,457
1948-09-07,174,3065,922
1948-09-07,174,85,67
1948-09-07,174,662,99
1948-09-07,174,3678,589
1948-09-07,174,2539,1
1989-05-25,174,1182,5096
1989-05-25,174,3874,1514
1989-05-25,174,2625,7574
1989-05-25,174,4149,427
1989-05-25,174,1762,82
1989-05-25,174,1850,198
1989-05-25,174,40,970
1989-05-25,174,4111,145
1989-05-25,174,3458,26
1989-05-25,174,2437,48
1989-05-25,174,632,35
1989-05-25,174,2761,2
1989-05-25,174,1966,12
1989-05-25,174,3745,2
1927-10-03,174,2788,4437
1927-10-03,174,1824,3426
1927-10-03,174,2442,1119
1927-10-03,174,3937,2149
1927-10-03,174,360,2203
1927-10-03,174,2133,748
1927-10-03,174,3973,1724
1927-10-03,174,654,71
1927-10-03,174,3378,180
1927-10-03,174,3119,15
1927-10-03,174,3334,14
1927-10-03,174,1329,29
1927-10-03,174,1217,12
1927-10-03,174,611,3
1927-10-03,174,2138,1
1939-04-09,175,3909,12000
1939-04-09,175,346,2036
1939-04-09,175,4019,131
1939-04-09,175,1612,303
1939-04-09,175,2415,17
1939-04-09,175,1553,912
1939-04-09,175,3682,164
1939-04-09,175,3748,237
1939-04-09,175,2790,3
1939-04-09,175,649,3
1939-04-09,175,4016,2
2013-09-03,178,337,15
2013-09-03,178,2456,20
2013-09-03,178,1571,4
2013-09-03,178,130,9
2013-09-03,178,1531,1
2013-09-03,178,147,2
2013-09-03,178,2153,1
1953-06-24,179,3658,9837
1953-06-24,179,1240,553
1953-06-24,179,1315,990
1953-06-24,179,3710,1026
1953-06-24,179,1546,1142
1953-06-24,179,681,4
1953-06-24,179,352,1
1953-06-24,179,1039,1
1953-06-24,179,37,3
1953-06-24,179,1630,1
1970-06-03,180,1532,10909
1970-06-03,180,917,4460
1970-06-03,180,1013,1572
1970-06-03,180,1241,2084
1970-06-03,180,3090,284
1970-06-03,180,3647,21
1970-06-03,180,1334,10
1970-06-03,180,2189,114
1970-06-03,180,2241,52
1970-06-03,180,3955,52
1970-06-03,180,3972,2
1970-06-03,180,741,3
1970-06-03,180,72,1
1970-06-03,180,1038,1
1980-09-22,182,3617,526
1980-09-22,182,1508,2878
1980-09-22,182,2235,2585
1980-09-22,182,3110,532
1980-09-22,182,149,38
1980-09-22,182,993,7
1980-09-22,182,55,49
1980-09-22,182,3744,2
1980-09-22,182,2471,1
1968-06-19,182,1832,5751
1968-06-19,182,1946,647
1968-06-19,182,1035,215
1968-06-19,182,444,5
1972-05-05,185,597,49
1972-05-05,185,2008,644
1972-05-05,185,1371,34
1972-05-05,185,4107,16
1972-05-05,185,2031,35
1972-05-05,185,467,1
1919-08-21,185,906,674
1919-08-21,185,2536,96
1919-08-21,185,303,4
1919-08-21,185,25,5
1952-05-05,189,3175,9600
1952-05-05,189,3789,2316
1952-05-05,189,44,204
1952-05-05,189,168,852
1952-05-05,189,1070,476
1952-05-05,189,2431,441
1952-05-05,189,3529,81
1952-05-05,189,3377,1
1952-05-05,189,3787,1
1961-03-06,189,2407,6732
1961-03-06,189,1326,511
1961-03-06,189,3892,3946
1961-03-06,189,3224,1657
1961-03-06,189,290,1034
1961-03-06,189,3970,65
1961-03-06,189,1250,23
1961-03-06,189,3737,2
1961-03-06,189,2386,2
1915-03-08,190,1590,16583
1915-03-08,190,2738,1079
1915-03-08,190,1293,110
1915-03-08,190,39,321
1915-03-08,190,3742,11
1915-03-08,190,1852,72
1915-03-08,190,705,32
1915-03-08,190,2541,109
1915-03-08,190,393,70
1915-03-08,190,3103,33
1915-03-08,190,3024,26
1915-03-08,190,1575,11
1915-03-08,190,2816,1
2005-12-13,194,2162,9279
2005-12-13,194,2811,1790
2005-12-13,194,3998,736
2005-12-13,194,1469,224
2005-12-13,194,1474,52
2005-12-13,194,475,10
2005-12-13,194,306,10
2005-12-13,194,4199,8
2005-12-13,194,3507,1
2005-12-13,194,2519,5
2005-12-13,194,2824,4
1989-04-26,197,1007,3896
1989-04-26,197,2493,2449
1989-04-26,197,121,5502
1989-04-26,197,3004,353
1989-04-26,197,3722,2065
1989-04-26,197,611,65
1989-04-26,197,3996,100
1989-04-26,197,3063,39
1989-04-26,197,2845,20
1989-04-26,197,3344,2
1989-04-26,197,2776,1
1973-06-22,202,2133,5
1973-06-22,202,1246,1
1984-06-25,204,124,1854
1984-06-25,204,693,93
1984-06-25,204,2755,2950
1984-06-25,204,2843,4899
1984-06-25,204,2228,692
1984-06-25,204,2113,34
1984-06-25,204,3559,124
1910-08-01,206,1092,7
1910-08-01,206,2336,5
1910-08-01,206,4183,22
1910-08-01,206,1194,1
1965-10-01,208,2100,2632
1965-10-01,208,3722,5455
1965-10-01,208,962,3491
1965-10-01,208,112,2523
1965-10-01,208,1580,578
1965-10-01,208,921,60
1965-10-01,208,2414,62
1965-10-01,208,1842,6
1965-10-01,208,2817,1
1965-10-01,208,709,6
1965-10-01,208,3746,1
1957-04-23,212,2597,5966
1957-04-23,212,471,2
1957-04-23,212,3231,3774
1957-04-23,212,118,3201
1957-04-23,212,795,162
1957-04-23,212,1856,22
1957-04-23,212,576,16
1957-04-23,212,1589,3
1999-08-02,212,980,11292
1999-08-02,212,3323,796
1999-08-02,212,1079,343
1999-08-02,212,1583,254
1999-08-02,212,2743,130
1999-08-02,212,2444,73
1999-08-02,212,1101,240
1972-02-21,212,4022,4573
1972-02-21,212,122,6521
1972-02-21,212,729,99
1972-02-21,212,3974,677
1972-02-21,212,408,1245
1972-02-21,212,3605,23
1972-02-21,212,2486,3
1972-02-21,212,2730,4
1972-02-21,212,65,1
1986-11-20,218,745,14523
1986-11-20,218,3710,320
1986-11-20,218,1849,689
1986-11-20,218,739,1
1986-11-20,218,3916,1
1946-07-02,218,1551,13076
1946-07-02,218,2908,1051
1946-07-02,218,2526,1089
1946-07-02,218,759,51
1946-07-02,218,3164,124
1946-07-02,218,3501,31
1946-07-02,218,1637,76
1946-07-02,218,3439,16
1946-07-02,218,32,6
1946-07-02,218,83,3
1946-07-02,218,3368,6
1946-07-02,218,383,4
1946-07-02,218,3890,1
1900-07-23,226,1900,5097
1900-07-23,226,1916,7539
1900-07-23,226,1453,3081
1900-07-23,226,1368,613
1900-07-23,226,1608,53
1900-07-23,226,2649,47
1900-07-23,226,3601,20
1900-07-23,226,3996,4
1900-07-23,226,2788,12
1900-07-23,226,303,1
1900-07-23,226,3099,1
1900-07-23,226,2323,1
1969-03-19,226,1834,16226
1969-03-19,226,616,231
2016-08-12,226,1234,10427
2016-08-12,226,347,4321
2016-08-12,226,2448,1390
2016-08-12,226,64,94
2016-08-12,226,1620,70
2016-08-12,226,2417,71
2016-08-12,226,3663,80
2016-08-12,226,351,1
2016-08-12,226,326,7
2016-08-12,226,3641,5
2016-08-12,226,2762,1
2016-08-12,226,2463,1
2016-08-12,226,672,1
1950-10-07,226,1280,15085
1950-10-07,226,1832,392
1950-10-07,226,3007,896
1950-10-07,226,982,10
1950-10-07,226,3443,84
1950-10-07,226,1851,2
1973-05-05,226,2223,664
1973-05-05,226,651,7869
1973-05-05,226,3680,2976
1973-05-05,226,3115,4117
1973-05-05,226,3607,737
1973-05-05,226,3406,90
1973-05-05,226,1600,12
1973-05-05,226,3917,4
1907-02-11,226,917,7591
1907-02-11,226,1315,1203
1907-02-11,226,552,2996
1907-02-11,226,460,619
1907-02-11,226,1294,1891
1907-02-11,226,902,296
1907-02-11,226,3614,484
1907-02-11,226,3950,213
1907-02-11,226,3486,817
1907-02-11,226,632,133
1907-02-11,226,1819,214
1907-02-11,226,4092,12
1998-08-07,231,430,185
1998-08-07,231,1937,254
1998-08-07,231,3121,188
1998-08-07,231,3985,9
1998-08-07,231,3677,18
1998-08-07,231,3980,2
1998-08-07,231,38,6
1998-08-07,231,3666,1
1998-08-07,231,2518,1
1998-08-07,231,2813,2
1958-11-10,239,867,10644
1958-11-10,239,2563,6819
1958-11-10,239,4071,1374
1958-11-10,239,2296,36
1958-11-10,239,1475,15
1958-11-10,239,1031,27
1958-11-10,239,3367,8
1958-11-10,239,965,6
1957-10-25,239,55,15079
1957-10-25,239,1851,3544
1957-10-25,239,680,196
1957-10-25,239,3011,36
1957-10-25,239,3316,60
1957-10-25,239,2138,12
1957-10-25,239,149,2
1905-11-17,239,973,9558
1922-12-12,239,372,17225
1922-12-12,239,4011,134
1922-12-12,239,3941,596
1922-12-12,239,925,66
1922-12-12,239,4020,418
1922-12-12,239,331,299
1922-12-12,239,20,108
1922-12-12,239,3321,26
1922-12-12,239,983,4
1922-12-12,239,3993,49
1922-12-12,239,3625,2
1922-12-12,239,55,1
1922-12-12,239,2732,1
1929-11-25,239,67,2535
1929-11-25,239,1581,3907
1929-11-25,239,1539,5430
1929-11-25,239,1549,1895
1929-11-25,239,3700,1562
1929-11-25,239,4010,1064
1929-11-25,239,422,2271
1929-11-25,239,1533,46
1929-11-25,239,3439,119
1929-11-25,239,1514,11
1929-11-25,239,1604,25
1929-11-25,239,3606,53
1929-11-25,239,1538,10
1929-11-25,239,1924,1
2012-11-15,241,1510,12841
1951-02-08,241,3439,15803
1951-02-08,241,3194,1723
1951-02-08,241,4031,46
1951-02-08,241,2414,180
1951-02-08,241,1883,22
1951-02-08,241,853,133
1951-02-08,241,266,21
1951-02-08,241,1730,13
1951-02-08,241,3146,1
1951-02-08,241,2464,3
1951-02-08,241,1116,1
1951-02-08,241,29,3
1902-01-05,242,3346,513
1902-01-05,242,3412,8958
1902-01-05,242,3054,1633
1902-01-05,242,0,2727
1902-01-05,242,647,786
1902-01-05,242,9,677
1902-01-05,242,2133,79
1902-01-05,242,622,238
1902-01-05,242,2156,240
1902-01-05,242,1641,44
1902-01-05,242,3661,5
1902-01-05,242,100,19
1902-01-05,242,3035,6
1925-09-28,244,1896,13898
1925-09-28,244,2788,2264
1925-09-28,244,1226,449
1925-09-28,244,2786,1257
1925-09-28,244,4004,395
1925-09-28,244,630,73
1925-09-28,244,31,119
1925-09-28,244,363,178
1925-09-28,244,3356,11
1925-09-28,244,655,2
1925-09-28,244,318,6
1925-09-28,244,716,2
1925-09-28,244,1250,5
1962-02-11,246,2499,9379
1962-02-11,246,3322,1722
1962-02-11,246,1225,99
1962-02-11,246,1840,162
1962-02-11,246,743,7
1962-02-11,246,3927,41
1962-02-11,246,1276,1
1962-02-11,246,3957,26
1962-02-11,246,108,73
1962-02-11,246,1218,24
1962-02-11,246,1889,20
1962-02-11,246,2510,1
1962-02-11,246,1940,1
1962-02-11,246,2822,1
1924-03-28,250,2303,1234
1924-03-28,250,4105,1541
1924-03-28,250,1364,92
1924-03-28,250,952,1
1924-03-28,250,500,28
1924-03-28,250,3664,4
1924-03-28,250,2854,1
1954-07-11,251,3322,152
1954-07-11,251,3976,480
1954-07-11,251,3912,186
1954-07-11,251,2165,1304
1954-07-11,251,131,1420
1954-07-11,251,3085,580
1954-07-11,251,3400,6
1954-07-11,251,621,35
1954-07-11,251,1506,16
1954-07-11,251,1826,1
1954-07-11,251,3402,1
1943-07-21,251,1621,3033
1943-07-21,251,1230,890
1943-07-21,251,743,232
1943-07-21,251,2846,23
1943-07-21,251,3670,3
1985-01-02,251,1902,2698
1985-01-02,251,1267,1408
1985-01-02,251,3919,62
1985-01-02,251,1640,12
1985-01-02,251,3905,1
1904-03-26,251,906,4022
1904-03-26,251,562,136
1904-03-26,251,1001,3
1904-03-26,251,659,14
1904-03-26,251,3392,4
1904-03-26,251,2760,2
2014-06-14,252,1620,45
2014-06-14,252,627,5
2014-06-14,252,657,7
2014-06-14,252,127,6
2014-06-14,252,3384,1
1951-12-08,252,2466,15
1951-12-08,252,1993,5
1951-12-08,252,3834,10
1968-01-09,261,2584,491
1968-01-09,261,3852,15
1968-01-09,261,1154,22
1968-01-09,261,3677,15
1968-01-09,261,571,8
1968-01-09,261,1908,5
1968-01-09,261,2278,6
1968-01-09,261,212,1
1968-01-09,261,971,2
1968-01-09,261,837,1
1968-01-09,261,3557,1
1997-11-13,261,1229,125
1997-11-13,261,3704,272
1997-11-13,261,3107,170
1981-05-24,264,1293,591
1981-05-24,264,401,1556
1981-05-24,264,3982,567
1981-05-24,264,2528,57
1981-05-24,264,1926,15
1981-05-24,264,2707,9
1981-05-24,264,1928,1
1981-05-24,264,3915,1
1981-05-24,264,1874,1
1968-05-05,264,2134,793
1968-05-05,264,2412,1654
1968-05-05,264,2735,341
1968-05-05,264,2840,4
1968-05-05,264,1889,6
2000-06-14,269,611,9831
2000-06-14,269,1920,374
2000-06-14,269,3964,2270
2000-06-14,269,2145,431
2000-06-14,269,3014,87
2000-06-14,269,3062,81
2000-06-14,269,1570,31
1954-09-11,269,554,6373
1954-09-11,269,2790,2172
1954-09-11,269,283,2422
1954-09-11,269,2706,945
1932-03-07,272,3617,12550
1932-03-07,272,3019,1052
1932-03-07,272,2130,340
1932-03-07,272,1207,1
1932-03-07,272,2249,138
1932-03-07,272,4042,18
1932-03-07,272,425,19
1932-03-07,272,3399,8
1921-08-03,273,1217,19130
1921-08-03,273,3431,44
1921-08-03,273,2525,64
1921-08-03,273,653,6
1921-08-03,273,2471,55
1921-08-03,273,2828,12
1921-08-03,273,2204,1
1968-12-08,275,3996,40
1968-12-08,275,1007,41
1968-12-08,275,2119,1
1968-12-08,275,1908,1
1968-12-08,275,112,1
1985-03-09,276,1247,2819
1985-03-09,276,68,2853
1985-03-09,276,3048,8760
1985-03-09,276,77,2482
1985-03-09,276,2423,218
1985-03-09,276,447,247
1985-03-09,276,36,139
1985-03-09,276,3958,26
1985-03-09,276,3001,14
1985-03-09,276,3024,2
1985-03-09,276,1585,7
1985-03-09,276,1540,2
1985-03-09,276,1904,3
1929-10-27,276,122,15911
1929-10-27,276,707,639
1929-10-27,276,1808,183
1929-10-27,276,1218,74
1929-10-27,276,974,438
1929-10-27,276,1825,108
1929-10-27,276,3996,77
1929-10-27,276,1520,117
1929-10-27,276,1265,10
1929-10-27,276,1902,7
1929-10-27,276,2410,2
1929-10-27,276,1306,4
1929-10-27,276,2186,2
1945-04-04,276,347,13506
1945-04-04,276,2797,288
1945-04-04,276,3120,363
1945-04-04,276,2131,2331
1945-04-04,276,3632,159
1945-04-04,276,2227,79
1945-04-04,276,1595,833
1945-04-04,276,408,13
1976-06-06,276,3974,14535
1976-06-06,276,2540,538
1976-06-06,276,1933,2430
1976-06-06,276,1530,24
1976-06-06,276,1047,16
1976-06-06,276,4049,26
1976-06-06,276,405,2
1976-06-06,276,716,1
1940-11-05,276,3670,12519
1940-11-05,276,1630,2810
1940-11-05,276,117,2056
1940-11-05,276,2229,96
1940-11-05,276,3048,5
1940-11-05,276,2522,55
1940-11-05,276,741,1
1940-11-05,276,4039,1
1940-11-05,276,2795,18
1940-11-05,276,2184,4
1940-11-05,276,3062,7
1920-12-19,277,97,15931
1920-12-19,277,666,1201
1920-12-19,277,3670,53
1920-12-19,277,2486,16
1920-12-19,277,410,1
1920-12-19,277,1201,1
2017-02-05,277,1608,12328
2017-02-05,277,668,446
2017-02-05,277,1342,3345
2017-02-05,277,2218,739
2017-02-05,277,1017,280
2017-02-05,277,3664,51
2017-02-05,277,1291,9
2017-02-05,277,2433,1
2017-02-05,277,3991,1
2017-02-05,277,2248,3
1974-11-27,277,3140,14995
1974-11-27,277,2773,2023
1974-11-27,277,2822,123
1974-11-27,277,29,49
1974-11-27,277,2712,10
1974-11-27,277,645,3
1940-01-11,277,1901,2332
1940-01-11,277,426,12461
1940-01-11,277,307,1502
1940-01-11,277,3649,662
1940-01-11,277,2107,119
1940-01-11,277,713,8
1940-01-11,277,3622,52
1940-01-11,277,1859,1
1940-01-11,277,3406,16
1940-01-11,277,87,26
1940-01-11,277,3912,9
1940-01-11,277,3377,9
1940-01-11,277,3070,3
1940-01-11,277,3915,3
2001-04-05,277,619,12764
2001-04-05,277,1213,3291
2001-04-05,277,3992,1036
2001-04-05,277,1009,10
2001-04-05,277,3931,13
2001-04-05,277,3036,1
2001-04-05,277,394,4
2001-04-05,277,3733,25
2001-04-05,277,1257,20
2001-04-05,277,4027,18
2001-04-05,277,1244,4
2001-04-05,277,391,13
2001-04-05,277,2450,3
2001-04-05,277,1254,1
2011-06-28,277,3332,8419
2011-06-28,277,4079,2851
2011-06-28,277,3984,3416
2011-06-28,277,764,1247
2011-06-28,277,2511,196
2011-06-28,277,1422,639
2011-06-28,277,1687,38
2011-06-28,277,2914,38
2011-06-28,277,2035,17
2011-06-28,277,332,177
2011-06-28,277,1058,154
2011-06-28,277,2851,1
2011-06-28,277,3379,9
2011-06-28,277,3511,1
1971-03-10,279,1793,90
1971-03-10,279,3446,2
1971-03-10,279,196,3
1971-03-10,279,3848,1
1971-03-10,279,277,1
2003-01-03,287,2530,14749
2003-01-03,287,2756,3217
2003-01-03,287,3402,422
2003-01-03,287,1344,39
2003-01-03,287,2819,60
2003-01-03,287,3730,23
2003-01-03,287,922,8
2003-01-03,287,4009,2
2003-01-03,287,3127,2
1931-04-23,287,3605,15717
1931-04-23,287,148,1941
1931-04-23,287,405,491
1931-04-23,287,2159,41
1902-08-15,287,3097,395
1902-08-15,287,2803,2827
1902-08-15,287,975,9115
1902-08-15,287,612,3842
1902-08-15,287,2841,132
1902-08-15,287,1586,871
1902-08-15,287,3717,30
1902-08-15,287,4016,1160
1902-08-15,287,1019,54
1902-08-15,287,1039,35
1902-08-15,287,1242,8
1902-08-15,287,366,44
1902-08-15,287,3414,2
1902-08-15,287,1821,2
1902-08-15,287,2828,2
1902-08-15,287,4026,1
1902-08-15,287,407,2
1910-05-13,290,807,5324
1910-05-13,290,3543,12733
1910-05-13,290,3325,1273
1910-05-13,290,1081,254
1910-05-13,290,3237,4
1936-03-11,291,41,5263
1936-03-11,291,3090,1641
1936-03-11,291,3035,808
1936-03-11,291,3619,1302
1936-03-11,291,3018,1180
1936-03-11,291,4021,63
1936-03-11,291,2839,7
1902-12-18,291,3961,6739
1902-12-18,291,4030,210
1902-12-18,291,736,1438
1902-12-18,291,3078,170
1902-12-18,291,1224,1329
1902-12-18,291,2451,31
1902-12-18,291,3933,249
1902-12-18,291,1631,108
1902-12-18,291,395,168
1902-12-18,291,1549,3
1902-12-18,291,3902,30
1902-12-18,291,411,2
1902-12-18,291,2522,3
1902-12-18,291,3396,1
1957-09-26,292,3383,13
1957-09-26,292,2526,28
1957-09-26,292,716,2
1957-09-26,292,3354,1
1974-05-03,293,3111,3664
1974-05-03,293,3291,6884
1974-05-03,293,496,1415
1974-05-03,293,2430,5657
1974-05-03,293,2087,48
1990-12-07,293,2115,13008
1990-12-07,293,111,789
1990-12-07,293,3064,1287
1990-12-07,293,2795,192
1990-12-07,293,686,1800
1990-12-07,293,1588,184
1990-12-07,293,2459,270
1990-12-07,293,2248,52
1990-12-07,293,2764,77
1990-12-07,293,960,4
1990-12-07,293,3650,1
1990-12-07,293,3923,2
1990-12-07,293,3925,2
1934-04-11,293,346,3543
1934-04-11,293,4037,11345
1934-04-11,293,2214,970
1934-04-11,293,929,530
1934-04-11,293,1827,119
1934-04-11,293,3084,317
1934-04-11,293,680,814
1934-04-11,293,902,11
1934-04-11,293,1533,1
1934-04-11,293,1324,18
1922-05-08,295,2408,955
1922-05-08,295,348,29
1922-05-08,295,2449,129
1922-05-08,295,1808,25
1922-05-08,295,1579,2
1922-05-08,295,669,6
1978-11-16,295,2225,1012
1978-11-16,295,2408,71
1978-11-16,295,312,19
1978-11-16,295,2797,38
1978-11-16,295,3310,6
1913-07-08,296,16,12490
1913-07-08,296,1476,1082
1913-07-08,296,2986,968
1913-07-08,296,1852,83
1913-07-08,296,2302,91
1913-07-08,296,3319,22
1913-07-08,296,3190,50
1913-07-08,296,753,7
1913-07-08,296,255,1
1913-07-08,296,3758,1
1913-07-08,296,3880,1
1955-11-12,297,693,730
1955-11-12,297,3333,11437
1955-11-12,297,13,156
1955-11-12,297,3359,1259
1955-11-12,297,735,1755
1955-11-12,297,3628,557
1955-11-12,297,3702,706
1955-11-12,297,3677,14
1955-11-12,297,431,5
1955-11-12,297,2448,2
1955-11-12,297,947,1
1992-03-05,308,2754,4736
1992-03-05,308,3139,1
1992-03-05,308,1575,1947
1992-03-05,308,62,6094
1992-03-05,308,2547,2902
1992-03-05,308,343,752
1992-03-05,308,2488,299
1992-03-05,308,3327,518
1992-03-05,308,937,106
1992-03-05,308,988,20
1992-03-05,308,3448,1
1931-04-04,308,2724,8271
1931-04-04,308,1822,7797
1931-04-04,308,604,1055
1931-04-04,308,441,149
1931-04-04,308,1035,7
1931-04-04,308,3018,18
1931-04-04,308,1635,79
2001-04-21,308,3567,12069
2001-04-21,308,1513,4462
2001-04-21,308,754,448
2001-04-21,308,3152,161
2001-04-21,308,931,34
2001-04-21,308,1367,192
2001-04-21,308,896,3
2001-04-21,308,978,2
2001-04-21,308,1112,3
2001-04-21,308,2102,2
1983-06-04,308,1529,8917
1983-06-04,308,330,4485
1983-06-04,308,3925,2092
1983-06-04,308,3987,1699
1983-06-04,308,2213,104
1983-06-04,308,1816,17
1983-06-04,308,3108,58
1983-06-04,308,2,2
1983-06-04,308,1813,2
1972-01-21,309,770,906
1972-01-21,309,3007,35
1972-01-21,309,3426,23
1972-01-21,309,697,3
1972-01-21,309,1107,1
1900-02-15,309,1815,570
1900-02-15,309,4190,84
1900-02-15,309,884,225
1900-02-15,309,853,38
1900-02-15,309,2479,32
1900-02-15,309,2566,11
1900-02-15,309,3866,3
1900-02-15,309,3346,4
1900-02-15,309,993,1
1961-03-04,312,1327,14675
1961-03-04,312,633,2113
1961-03-04,312,602,1795
1961-03-04,312,1217,84
1961-03-04,312,3119,20
1961-03-04,312,3693,60
1992-02-07,312,1202,10907
1992-02-07,312,3434,5677
1992-02-07,312,908,23
1992-02-07,312,1616,1408
1992-02-07,312,0,223
1992-02-07,312,3348,558
1992-02-07,312,3024,11
1992-02-07,312,2444,7
1992-02-07,312,1327,31
1992-02-07,312,3611,6
1992-02-07,312,4022,5
1992-02-07,312,1218,1
1996-12-24,312,3950,14321
1996-12-24,312,3035,1894
1996-12-24,312,3074,2212
1996-12-24,312,1564,186
1996-12-24,312,1273,189
1996-12-24,312,1884,47
1996-12-24,312,609,5
1996-12-24,312,1015,3
1937-02-13,312,3523,5469
1937-02-13,312,3664,9208
1937-02-13,312,3521,859
1937-02-13,312,1407,905
1937-02-13,312,554,1437
1937-02-13,312,1998,252
1937-02-13,312,4185,448
1937-02-13,312,1377,194
1937-02-13,312,1951,18
1937-02-13,312,2997,32
1937-02-13,312,3862,29
1937-02-13,312,2996,4
1937-02-13,312,344,2
1947-09-03,312,85,9511
1947-09-03,312,1008,7232
1947-09-03,312,59,881
1947-09-03,312,2478,185
1947-09-03,312,2800,730
1947-09-03,312,2543,241
1947-09-03,312,2811,48
1947-09-03,312,1580,18
1947-09-03,312,964,5
1947-09-03,312,908,3
1947-09-03,312,4045,1
1947-09-03,312,4004,1
1947-09-03,312,1892,1
1941-01-14,313,3199,5852
1941-01-14,313,3871,4896
1941-01-14,313,872,2617
1941-01-14,313,3005,463
1941-01-14,313,1048,1424
1941-01-14,313,429,307
1941-01-14,313,3925,75
1941-01-14,313,368,20
1941-01-14,313,1613,75
1941-01-14,313,3170,1
1941-01-14,313,3143,8
1941-01-14,313,4111,1
2009-01-14,313,3351,15319
2009-01-14,313,1549,287
2009-01-14,313,833,39
2009-01-14,313,3864,88
1948-09-13,313,2440,847
1948-09-13,313,3356,4483
1948-09-13,313,2824,4970
1948-09-13,313,2171,2423
1948-09-13,313,3367,698
1948-09-13,313,2458,232
1948-09-13,313,960,414
1948-09-13,313,2423,1469
1948-09-13,313,2209,58
1948-09-13,313,3333,107
1948-09-13,313,3734,34
1948-09-13,313,3950,4
1974-06-01,314,3642,15390
1974-06-01,314,681,677
1974-06-01,314,3600,130
1974-06-01,314,416,443
1974-06-01,314,2429,36
1974-06-01,314,2456,147
1974-06-01,314,720,1
1974-06-01,314,57,10
1974-06-01,314,3719,4
1974-06-01,314,3744,1
1974-06-01,314,384,1
1974-06-01,314,338,1
1930-04-26,315,3743,9277
1930-04-26,315,3072,947
1930-04-26,315,3910,6811
1930-04-26,315,931,590
1930-04-26,315,136,612
1930-04-26,315,1818,138
1930-04-26,315,3385,256
1930-04-26,315,1314,1
1992-11-25,315,1822,11267
1992-11-25,315,4039,3918
1992-11-25,315,3915,2333
1992-11-25,315,4002,932
1992-11-25,315,2776,141
1992-11-25,315,2759,36
1992-11-25,315,1602,4
1992-11-25,315,134,1
2004-01-25,315,4003,11978
2004-01-25,315,2177,427
2004-01-25,315,935,5737
2004-01-25,315,137,429
2004-01-25,315,348,25
2004-01-25,315,3649,10
2004-01-25,315,3313,9
2004-01-25,315,2784,7
2004-01-25,315,69,3
2004-01-25,315,4043,4
2004-01-25,315,3401,1
2004-01-25,315,1009,2
2021-09-28,315,1253,4377
2021-09-28,315,1898,11021
2021-09-28,315,1242,1099
2021-09-28,315,2100,326
2021-09-28,315,2208,254
2021-09-28,315,1892,1174
1965-10-14,315,443,18379
1965-10-14,315,3916,69
1965-10-14,315,3950,117
1965-10-14,315,13,47
1965-10-14,315,673,9
1965-10-14,315,2217,7
1965-10-14,315,3924,4
1985-01-08,316,3323,1111
1985-01-08,316,3420,13785
1985-01-08,316,3384,2582
1985-01-08,316,3310,236
1985-01-08,316,3670,6
1985-01-08,316,2111,1
1985-01-08,316,633,1
1987-03-09,316,3681,6202
1987-03-09,316,915,2824
1987-03-09,316,3946,7689
1987-03-09,316,3383,761
1987-03-09,316,1587,162
1987-03-09,316,921,51
1987-03-09,316,3027,22
1987-03-09,316,1812,8
1987-03-09,316,4040,3
1982-01-22,318,2648,46
1982-01-22,318,3361,8
1982-01-22,318,3474,30
1982-01-22,318,3240,1
1932-07-24,331,3002,6040
1932-07-24,331,3637,7182
1932-07-24,331,108,926
1932-07-24,331,4006,1129
1932-07-24,331,4012,230
1932-07-24,331,1340,178
1932-07-24,331,3632,720
1932-07-24,331,2232,514
1932-07-24,331,2817,42
1932-07-24,331,1528,39
1932-07-24,331,1889,344
1932-07-24,331,2438,84
1932-07-24,331,1018,85
1932-07-24,331,620,7
1932-07-24,331,3993,19
1906-07-15,334,347,3
1906-07-15,334,2744,2
1906-07-15,334,355,1
1906-07-15,334,2441,1
1906-07-15,334,2468,1
1972-06-27,334,1028,3
1972-06-27,334,1913,5
1925-04-20,335,1632,53
1925-04-20,335,984,3
1925-04-20,335,3699,10
1925-04-20,335,4027,1
1925-04-20,335,61,1
1925-04-20,335,3732,1
1925-04-20,335,2197,1
1925-04-20,335,3434,1
1998-12-26,337,1252,12341
1998-12-26,337,2779,3127
1998-12-26,337,41,1586
1998-12-26,337,921,141
1998-12-26,337,1229,323
1998-12-26,337,3952,983
1998-12-26,337,1046,72
1998-12-26,337,2123,108
1998-12-26,337,3705,416
1998-12-26,337,2480,8
1998-12-26,337,653,27
1998-12-26,337,1201,39
1998-12-26,337,948,4
1998-12-26,337,3047,11
1998-12-26,337,701,10
1907-02-13,337,1265,16403
1907-02-13,337,2171,1215
1930-03-25,339,3354,340
1930-03-25,339,2819,2265
1930-03-25,339,2172,3390
1930-03-25,339,975,1230
