date_d,date_depart,ship,port,country,produit,volume
2006-01-13,2005-12-13,194,New York,UNITED STATE OF AMERICA,2811,9
2006-01-13,2005-12-13,194,New York,UNITED STATE OF AMERICA,1469,11
2006-01-13,2005-12-13,194,New York,UNITED STATE OF AMERICA,2124,1
2006-02-13,2005-12-13,194,Los Angeles,UNITED STATE OF AMERICA,3998,182
2006-02-13,2005-12-13,194,Los Angeles,UNITED STATE OF AMERICA,3314,80
2006-02-13,2005-12-13,194,Los Angeles,UNITED STATE OF AMERICA,1684,76
2006-02-13,2005-12-13,194,Los Angeles,UNITED STATE OF AMERICA,496,22
2006-02-13,2005-12-13,194,Los Angeles,UNITED STATE OF AMERICA,2365,5
2006-02-13,2005-12-13,194,Los Angeles,UNITED STATE OF AMERICA,3047,3
2006-02-13,2005-12-13,194,Los Angeles,UNITED STATE OF AMERICA,4,3
1989-05-26,1989-04-26,197,Oran,ALGERIA,611,1549
1989-05-26,1989-04-26,197,Oran,ALGERIA,3722,6050
1989-05-26,1989-04-26,197,Oran,ALGERIA,3004,
1989-05-26,1989-04-26,197,Oran,ALGERIA,1007,1180
1989-05-26,1989-04-26,197,Oran,ALGERIA,3063,117
1989-05-26,1989-04-26,197,Oran,ALGERIA,2776,29
1989-05-26,1989-04-26,197,Oran,ALGERIA,121,
1989-05-26,1989-04-26,197,Oran,ALGERIA,3996,
1989-05-26,1989-04-26,197,Oran,ALGERIA,2845,
1989-05-26,1989-04-26,197,Oran,ALGERIA,2493,23
1989-05-26,1989-04-26,197,Oran,ALGERIA,3610,44
1989-05-26,1989-04-26,197,Oran,ALGERIA,3077,13
1989-05-26,1989-04-26,197,Oran,ALGERIA,3331,31
1989-05-26,1989-04-26,197,Oran,ALGERIA,2496,16
1989-05-26,1989-04-26,197,Oran,ALGERIA,3028,1
1989-05-26,1989-04-26,197,Oran,ALGERIA,3695,1
1973-07-22,1973-06-22,202,Buenos Aires,ARGENTINA,2133,1
1973-07-22,1973-06-22,202,Buenos Aires,ARGENTINA,1246,
1973-07-22,1973-06-22,202,Buenos Aires,ARGENTINA,3128,3
1973-07-22,1973-06-22,202,Buenos Aires,ARGENTINA,1604,1
1984-07-25,1984-06-25,204,Napoli,ITALIE,2113,5083
1984-07-25,1984-06-25,204,Napoli,ITALIE,2755,79
1984-07-25,1984-06-25,204,Napoli,ITALIE,3559,82
1984-07-25,1984-06-25,204,Napoli,ITALIE,2228,44
1984-07-25,1984-06-25,204,Napoli,ITALIE,693,10
1984-07-25,1984-06-25,204,Napoli,ITALIE,2843,38
1984-07-25,1984-06-25,204,Napoli,ITALIE,124,56
1984-07-25,1984-06-25,204,Napoli,ITALIE,3321,25
1984-07-25,1984-06-25,204,Napoli,ITALIE,2712,10
1984-07-25,1984-06-25,204,Napoli,ITALIE,413,4
1984-07-25,1984-06-25,204,Napoli,ITALIE,1722,6
1984-07-25,1984-06-25,204,Napoli,ITALIE,955,35
1984-07-25,1984-06-25,204,Napoli,ITALIE,203,1
1949-11-04,1949-10-04,208,Oran,ALGERIA,2742,6445
1949-11-04,1949-10-04,208,Oran,ALGERIA,3925,1970
1949-11-04,1949-10-04,208,Oran,ALGERIA,1283,6201
1949-11-04,1949-10-04,208,Oran,ALGERIA,2170,86
1949-12-04,1949-10-04,208,Oran,ALGERIA,3442,35
1949-12-04,1949-10-04,208,Oran,ALGERIA,931,23
1949-12-04,1949-10-04,208,Oran,ALGERIA,4046,19
1949-12-04,1949-10-04,208,Oran,ALGERIA,2190,1
1949-12-04,1949-10-04,208,Oran,ALGERIA,2744,22
1949-12-04,1949-10-04,208,Oran,ALGERIA,1855,13
1965-11-01,1965-10-01,208,Liverpool,ENGLAND,2817,6676
1965-11-01,1965-10-01,208,Liverpool,ENGLAND,962,119
1965-11-01,1965-10-01,208,Liverpool,ENGLAND,3722,15
1965-11-01,1965-10-01,208,Liverpool,ENGLAND,2414,226
1965-11-01,1965-10-01,208,Liverpool,ENGLAND,112,6
1965-11-01,1965-10-01,208,Liverpool,ENGLAND,1842,2
1965-12-01,1965-10-01,208,Oran,ALGERIA,921,688
1965-12-01,1965-10-01,208,Oran,ALGERIA,3746,118
1965-12-01,1965-10-01,208,Oran,ALGERIA,2100,5
1965-12-01,1965-10-01,208,Oran,ALGERIA,709,6
1965-12-01,1965-10-01,208,Oran,ALGERIA,1300,1
1965-12-01,1965-10-01,208,Oran,ALGERIA,20,2
1965-12-01,1965-10-01,208,Oran,ALGERIA,3065,1
1957-05-23,1957-04-23,212,Alger,ALGERIA,576,22
1957-05-23,1957-04-23,212,Alger,ALGERIA,1856,1
1957-06-23,1957-04-23,212,Elizabeth,SOUTH AFRICA,2597,6497
1957-06-23,1957-04-23,212,Elizabeth,SOUTH AFRICA,1589,1219
1957-06-23,1957-04-23,212,Elizabeth,SOUTH AFRICA,118,297
1957-06-23,1957-04-23,212,Elizabeth,SOUTH AFRICA,471,106
1957-06-23,1957-04-23,212,Elizabeth,SOUTH AFRICA,795,44
1957-06-23,1957-04-23,212,Elizabeth,SOUTH AFRICA,3231,3
1957-06-23,1957-04-23,212,Elizabeth,SOUTH AFRICA,1724,3
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,2444,3952
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,1101,3155
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,1583,122
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,980,113
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,1079,28
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,2743,
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,3323,
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,1497,136
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,4091,65
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,1766,6
1999-09-02,1999-08-02,212,Liverpool,ENGLAND,2633,3
1972-03-21,1972-02-21,212,London,ENGLAND,408,1563
1972-03-21,1972-02-21,212,London,ENGLAND,2730,2222
1972-03-21,1972-02-21,212,London,ENGLAND,3974,1371
1972-03-21,1972-02-21,212,London,ENGLAND,122,403
1972-03-21,1972-02-21,212,London,ENGLAND,3678,793
1972-03-21,1972-02-21,212,London,ENGLAND,3948,136
1972-03-21,1972-02-21,212,London,ENGLAND,2764,12
1972-03-21,1972-02-21,212,London,ENGLAND,72,66
1972-03-21,1972-02-21,212,London,ENGLAND,2546,13
1972-03-21,1972-02-21,212,London,ENGLAND,2452,3
1972-03-21,1972-02-21,212,London,ENGLAND,4003,1
1972-04-21,1972-02-21,212,marseille,FRANCE,65,51
1972-04-21,1972-02-21,212,marseille,FRANCE,3605,43
1972-04-21,1972-02-21,212,marseille,FRANCE,4022,3
1986-12-20,1986-11-20,218,marseille,FRANCE,1849,56
1986-12-20,1986-11-20,218,marseille,FRANCE,739,29
1946-08-02,1946-07-02,218,Alger,ALGERIA,1637,19
1946-08-02,1946-07-02,218,Alger,ALGERIA,1424,8
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,29,4350
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,3611,849
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,1522,126
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,3618,19
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,1940,10
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,631,4
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,4033,8
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,721,6
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,3962,4
1960-06-11,1960-05-11,223,Los Angeles,UNITED STATE OF AMERICA,695,2
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,1608,708
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,1916,3129
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,2790,405
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,2232,327
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,3427,3
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,1089,76
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,3170,4
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,3006,2
1900-08-23,1900-07-23,226,New York,UNITED STATE OF AMERICA,1475,1
1900-09-23,1900-07-23,226,Alger,ALGERIA,2788,6238
1900-09-23,1900-07-23,226,Alger,ALGERIA,1900,
1900-09-23,1900-07-23,226,Alger,ALGERIA,1453,502
1900-09-23,1900-07-23,226,Alger,ALGERIA,303,9
1900-09-23,1900-07-23,226,Alger,ALGERIA,3601,
1900-09-23,1900-07-23,226,Alger,ALGERIA,1368,41
1900-09-23,1900-07-23,226,Alger,ALGERIA,2649,17
1969-04-19,1969-03-19,226,marseille,FRANCE,1834,11255
1969-04-19,1969-03-19,226,marseille,FRANCE,2482,3773
1969-04-19,1969-03-19,226,marseille,FRANCE,3625,19
1969-04-19,1969-03-19,226,marseille,FRANCE,3910,64
2016-09-12,2016-08-12,226,London,ENGLAND,326,695
2016-09-12,2016-08-12,226,London,ENGLAND,2762,9812
2016-09-12,2016-08-12,226,London,ENGLAND,3663,288
2016-09-12,2016-08-12,226,London,ENGLAND,2448,
2016-09-12,2016-08-12,226,London,ENGLAND,2417,2
1950-11-07,1950-10-07,226,London,ENGLAND,1280,5433
1950-11-07,1950-10-07,226,London,ENGLAND,1832,341
1950-11-07,1950-10-07,226,London,ENGLAND,3443,2
1950-11-07,1950-10-07,226,London,ENGLAND,982,694
1950-11-07,1950-10-07,226,London,ENGLAND,1851,29
1950-11-07,1950-10-07,226,London,ENGLAND,3007,7
1950-11-07,1950-10-07,226,London,ENGLAND,2072,1
1950-11-07,1950-10-07,226,London,ENGLAND,4041,14
1950-11-07,1950-10-07,226,London,ENGLAND,3747,10
1950-11-07,1950-10-07,226,London,ENGLAND,3753,4
1950-11-07,1950-10-07,226,London,ENGLAND,1347,1
1998-09-07,1998-08-07,231,la rochelle,FRANCE,3666,3
1957-11-25,1957-10-25,239,Oran,ALGERIA,680,532
1957-11-25,1957-10-25,239,Oran,ALGERIA,1851,490
1957-11-25,1957-10-25,239,Oran,ALGERIA,3011,
1957-11-25,1957-10-25,239,Oran,ALGERIA,3605,554
1905-12-17,1905-11-17,239,marseille,FRANCE,973,8679
1905-12-17,1905-11-17,239,marseille,FRANCE,132,2935
1905-12-17,1905-11-17,239,marseille,FRANCE,3123,1550
1905-12-17,1905-11-17,239,marseille,FRANCE,2152,107
1905-12-17,1905-11-17,239,marseille,FRANCE,38,5
1905-12-17,1905-11-17,239,marseille,FRANCE,2838,20
1906-01-17,1905-11-17,239,New York,UNITED STATE OF AMERICA,3924,945
1906-01-17,1905-11-17,239,New York,UNITED STATE OF AMERICA,4005,21
1906-01-17,1905-11-17,239,New York,UNITED STATE OF AMERICA,1563,4
1906-01-17,1905-11-17,239,New York,UNITED STATE OF AMERICA,3130,5
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,3625,2458
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,331,1573
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,4011,630
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,372,1854
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,4020,1754
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,983,201
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,3321,4
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,2704,25
1923-01-12,1922-12-12,239,New York,UNITED STATE OF AMERICA,3979,1
1929-12-25,1929-11-25,239,marseille,FRANCE,1538,8
1929-12-25,1929-11-25,239,marseille,FRANCE,3700,385
1929-12-25,1929-11-25,239,marseille,FRANCE,422,7
1929-12-25,1929-11-25,239,marseille,FRANCE,1834,17
1929-12-25,1929-11-25,239,marseille,FRANCE,3301,4
1929-12-25,1929-11-25,239,marseille,FRANCE,2404,7
1929-12-25,1929-11-25,239,marseille,FRANCE,746,1
1930-01-25,1929-11-25,239,marseille,FRANCE,1533,2307
1930-01-25,1929-11-25,239,marseille,FRANCE,4010,1151
1930-01-25,1929-11-25,239,marseille,FRANCE,1604,72
1930-01-25,1929-11-25,239,marseille,FRANCE,1581,52
1930-01-25,1929-11-25,239,marseille,FRANCE,1812,1
1930-01-25,1929-11-25,239,marseille,FRANCE,3333,7
1930-01-25,1929-11-25,239,marseille,FRANCE,3702,1
1930-01-25,1929-11-25,239,marseille,FRANCE,148,1
2012-12-15,2012-11-15,241,Oran,ALGERIA,1510,1932
2012-12-15,2012-11-15,241,Oran,ALGERIA,2810,2141
2012-12-15,2012-11-15,241,Oran,ALGERIA,1005,1558
2012-12-15,2012-11-15,241,Oran,ALGERIA,3066,114
2012-12-15,2012-11-15,241,Oran,ALGERIA,719,1
2012-12-15,2012-11-15,241,Oran,ALGERIA,2184,33
2012-12-15,2012-11-15,241,Oran,ALGERIA,2740,8
2013-01-15,2012-11-15,241,Annaba,ALGERIA,3138,24
2013-01-15,2012-11-15,241,Annaba,ALGERIA,1225,1
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,100,
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,647,
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,9,2147
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,2156,5450
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,3054,208
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,622,265
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,3346,46
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,3412,24
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,2133,2
1902-02-05,1902-01-05,242,Los Angeles,UNITED STATE OF AMERICA,3035,1
1902-04-05,1902-01-05,242,marseille,FRANCE,0,624
1902-04-05,1902-01-05,242,marseille,FRANCE,1641,
1902-04-05,1902-01-05,242,marseille,FRANCE,3661,617
1902-04-05,1902-01-05,242,marseille,FRANCE,2149,194
1902-04-05,1902-01-05,242,marseille,FRANCE,2826,125
1925-10-28,1925-09-28,244,Annaba,ALGERIA,1250,5537
1925-10-28,1925-09-28,244,Annaba,ALGERIA,2786,5229
1925-10-28,1925-09-28,244,Annaba,ALGERIA,4004,
1925-10-28,1925-09-28,244,Annaba,ALGERIA,2788,2096
1925-10-28,1925-09-28,244,Annaba,ALGERIA,1896,2032
1925-10-28,1925-09-28,244,Annaba,ALGERIA,655,323
1925-10-28,1925-09-28,244,Annaba,ALGERIA,630,105
1925-10-28,1925-09-28,244,Annaba,ALGERIA,3356,44
1925-10-28,1925-09-28,244,Annaba,ALGERIA,318,4
1925-10-28,1925-09-28,244,Annaba,ALGERIA,122,12
1925-11-28,1925-09-28,244,Oran,ALGERIA,1226,93
1925-11-28,1925-09-28,244,Oran,ALGERIA,363,113
1925-11-28,1925-09-28,244,Oran,ALGERIA,716,111
1925-11-28,1925-09-28,244,Oran,ALGERIA,31,90
1925-11-28,1925-09-28,244,Oran,ALGERIA,3906,1
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,2499,1428
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,1940,243
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,3141,290
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,110,165
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,2518,90
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,4037,27
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,3140,23
1962-03-11,1962-02-11,246,Elizabeth,SOUTH AFRICA,2249,1
1962-04-11,1962-02-11,246,marseille,FRANCE,1218,1485
1962-04-11,1962-02-11,246,marseille,FRANCE,743,41
1962-04-11,1962-02-11,246,marseille,FRANCE,1225,153
1962-04-11,1962-02-11,246,marseille,FRANCE,108,12
1962-04-11,1962-02-11,246,marseille,FRANCE,2510,
1962-04-11,1962-02-11,246,marseille,FRANCE,1840,1
1962-05-11,1962-02-11,246,Napoli,ITALIE,1889,8
1962-05-11,1962-02-11,246,Napoli,ITALIE,2822,5
1962-05-11,1962-02-11,246,Napoli,ITALIE,2837,1
1962-05-11,1962-02-11,246,Napoli,ITALIE,2521,1
1962-05-11,1962-02-11,246,Napoli,ITALIE,1529,1
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,1826,
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,3402,20
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,3085,155
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,2165,145
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,3322,143
1954-08-11,1954-07-11,251,Liverpool,ENGLAND,3054,95
1943-08-21,1943-07-21,251,New York,UNITED STATE OF AMERICA,1621,
1943-08-21,1943-07-21,251,New York,UNITED STATE OF AMERICA,2846,1580
1943-08-21,1943-07-21,251,New York,UNITED STATE OF AMERICA,743,5
1943-09-21,1943-07-21,251,Buenos Aires,ARGENTINA,3670,348
1943-09-21,1943-07-21,251,Buenos Aires,ARGENTINA,1230,145
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,3392,
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,2760,84
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,1001,141
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,906,1151
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,562,1423
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,659,156
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,99,10
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,942,26
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,2067,7
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,691,1
1904-05-26,1904-03-26,251,Lisbonne,PORTUGAL,388,3
2014-07-14,2014-06-14,252,Salerne,ITALIE,657,9
2014-07-14,2014-06-14,252,Salerne,ITALIE,627,17
2014-07-14,2014-06-14,252,Salerne,ITALIE,1620,2
2014-07-14,2014-06-14,252,Salerne,ITALIE,3384,2
1942-12-17,1942-10-17,259,Lisbonne,PORTUGAL,1026,453
1942-12-17,1942-10-17,259,Lisbonne,PORTUGAL,3418,4069
1942-12-17,1942-10-17,259,Lisbonne,PORTUGAL,3917,971
1943-01-17,1942-10-17,259,Porto,PORTUGAL,608,846
1943-01-17,1942-10-17,259,Porto,PORTUGAL,2838,501
1943-01-17,1942-10-17,259,Porto,PORTUGAL,958,81
1943-01-17,1942-10-17,259,Porto,PORTUGAL,4038,241
1943-01-17,1942-10-17,259,Porto,PORTUGAL,2835,24
1943-01-17,1942-10-17,259,Porto,PORTUGAL,149,5
1943-01-17,1942-10-17,259,Porto,PORTUGAL,2128,9
1997-12-13,1997-11-13,261,Yingkou ,CHINA,3704,
1997-12-13,1997-11-13,261,Yingkou ,CHINA,3107,4
1997-12-13,1997-11-13,261,Yingkou ,CHINA,1229,115
1997-12-13,1997-11-13,261,Yingkou ,CHINA,913,58
1997-12-13,1997-11-13,261,Yingkou ,CHINA,674,87
1997-12-13,1997-11-13,261,Yingkou ,CHINA,2155,91
1997-12-13,1997-11-13,261,Yingkou ,CHINA,1258,1
1997-12-13,1997-11-13,261,Yingkou ,CHINA,1862,7
1997-12-13,1997-11-13,261,Yingkou ,CHINA,2751,5
1997-12-13,1997-11-13,261,Yingkou ,CHINA,110,1
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,2528,178
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,1926,594
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,3915,186
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,1293,154
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,3982,24
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,401,4
1981-06-24,1981-05-24,264,Barcelona,ESPAGNE,1874,8
1968-06-05,1968-05-05,264,marseille,FRANCE,1889,1615
1968-06-05,1968-05-05,264,marseille,FRANCE,2412,56
1968-06-05,1968-05-05,264,marseille,FRANCE,2735,38
1968-06-05,1968-05-05,264,marseille,FRANCE,2134,618
1968-06-05,1968-05-05,264,marseille,FRANCE,2840,57
1968-06-05,1968-05-05,264,marseille,FRANCE,2115,5
1968-06-05,1968-05-05,264,marseille,FRANCE,3738,6
1968-06-05,1968-05-05,264,marseille,FRANCE,2830,64
1968-06-05,1968-05-05,264,marseille,FRANCE,3381,1
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,2706,2404
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,283,672
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,554,1738
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,2790,125
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,1938,89
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,841,1
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,2948,5
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,2264,7
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,1321,4
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,1431,1
1954-10-11,1954-09-11,269,Barcelona,ESPAGNE,50,1
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3617,4771
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,425,2103
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3019,3090
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,2130,513
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,1207,222
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3715,140
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3300,118
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3908,60
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3975,9
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,313,8
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,1570,1
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3616,6
1932-04-07,1932-03-07,272,Liverpool,ENGLAND,3747,1
1921-09-03,1921-08-03,273,New York,UNITED STATE OF AMERICA,2525,1
1921-09-03,1921-08-03,273,New York,UNITED STATE OF AMERICA,1591,1
1921-10-03,1921-08-03,273,marseille,FRANCE,2828,1
1921-10-03,1921-08-03,273,marseille,FRANCE,2471,6
1921-10-03,1921-08-03,273,marseille,FRANCE,917,18
1921-10-03,1921-08-03,273,marseille,FRANCE,2530,3
1921-11-03,1921-08-03,273,Oran,ALGERIA,1217,3385
1921-11-03,1921-08-03,273,Oran,ALGERIA,2204,9424
1921-11-03,1921-08-03,273,Oran,ALGERIA,653,1464
1921-11-03,1921-08-03,273,Oran,ALGERIA,3431,865
1921-11-03,1921-08-03,273,Oran,ALGERIA,3119,717
1921-11-03,1921-08-03,273,Oran,ALGERIA,2168,261
1921-11-03,1921-08-03,273,Oran,ALGERIA,2138,189
1921-11-03,1921-08-03,273,Oran,ALGERIA,612,51
1921-11-03,1921-08-03,273,Oran,ALGERIA,3610,17
1921-11-03,1921-08-03,273,Oran,ALGERIA,2100,6
1985-04-09,1985-03-09,276,Annaba,ALGERIA,1540,205
1985-04-09,1985-03-09,276,Annaba,ALGERIA,36,19
1985-04-09,1985-03-09,276,Annaba,ALGERIA,3048,22
1985-04-09,1985-03-09,276,Annaba,ALGERIA,1904,28
1985-04-09,1985-03-09,276,Annaba,ALGERIA,1585,
1985-04-09,1985-03-09,276,Annaba,ALGERIA,3958,13
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,68,2812
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,77,834
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,3024,
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,2423,41
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,1247,36
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,3970,12
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,2743,8
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,64,1
1985-05-09,1985-03-09,276,Los Angeles,UNITED STATE OF AMERICA,2403,2
1929-11-27,1929-10-27,276,Alger,ALGERIA,1218,3692
1929-11-27,1929-10-27,276,Alger,ALGERIA,2410,1031
1929-11-27,1929-10-27,276,Alger,ALGERIA,1808,139
1929-11-27,1929-10-27,276,Alger,ALGERIA,122,186
1929-11-27,1929-10-27,276,Alger,ALGERIA,3996,19
1929-11-27,1929-10-27,276,Alger,ALGERIA,1241,8
1929-11-27,1929-10-27,276,Alger,ALGERIA,601,66
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,1825,585
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,707,399
1930-01-27,1929-10-27,276,New York,UNITED STATE OF AMERICA,974,13
1945-05-04,1945-04-04,276,London,ENGLAND,3632,469
1945-05-04,1945-04-04,276,London,ENGLAND,1595,1196
1945-05-04,1945-04-04,276,London,ENGLAND,3120,348
1945-05-04,1945-04-04,276,London,ENGLAND,2131,560
1945-05-04,1945-04-04,276,London,ENGLAND,1338,259
1945-05-04,1945-04-04,276,London,ENGLAND,2434,3
1945-05-04,1945-04-04,276,London,ENGLAND,2758,36
1945-05-04,1945-04-04,276,London,ENGLAND,3384,5
1945-05-04,1945-04-04,276,London,ENGLAND,3664,1
1976-07-06,1976-06-06,276,London,ENGLAND,2540,38
1976-08-06,1976-06-06,276,New York,UNITED STATE OF AMERICA,4049,51
1976-09-06,1976-06-06,276,Oran,ALGERIA,3974,8006
1976-09-06,1976-06-06,276,Oran,ALGERIA,716,
1976-09-06,1976-06-06,276,Oran,ALGERIA,1933,343
1976-09-06,1976-06-06,276,Oran,ALGERIA,1047,183
1976-09-06,1976-06-06,276,Oran,ALGERIA,1530,163
1976-09-06,1976-06-06,276,Oran,ALGERIA,4047,122
1976-09-06,1976-06-06,276,Oran,ALGERIA,955,4
1976-09-06,1976-06-06,276,Oran,ALGERIA,3009,4
1976-10-06,1976-06-06,276,New York,UNITED STATE OF AMERICA,2199,1
1940-12-05,1940-11-05,276,Alger,ALGERIA,3048,1250
1940-12-05,1940-11-05,276,Alger,ALGERIA,2184,
1940-12-05,1940-11-05,276,Alger,ALGERIA,2795,280
1940-12-05,1940-11-05,276,Alger,ALGERIA,117,402
1940-12-05,1940-11-05,276,Alger,ALGERIA,3062,223
1940-12-05,1940-11-05,276,Alger,ALGERIA,2522,388
1940-12-05,1940-11-05,276,Alger,ALGERIA,1630,205
1940-12-05,1940-11-05,276,Alger,ALGERIA,964,23
1941-01-05,1940-11-05,276,Alger,ALGERIA,741,128
1941-01-05,1940-11-05,276,Alger,ALGERIA,2229,175
1941-01-05,1940-11-05,276,Alger,ALGERIA,3670,746
1941-01-05,1940-11-05,276,Alger,ALGERIA,4039,13
1941-01-05,1940-11-05,276,Alger,ALGERIA,1252,14
1941-01-05,1940-11-05,276,Alger,ALGERIA,2827,5
1921-01-19,1920-12-19,277,London,ENGLAND,97,4456
1921-01-19,1920-12-19,277,London,ENGLAND,410,119
1921-01-19,1920-12-19,277,London,ENGLAND,1201,168
